statement_date,paragraph_num,paragraph_text,positive_score,negative_score,neutral_score,sentiment_label,date,year_month,DATE,sp500,ret_1m,ret_1m_next,firstdiff_1m,vol_3m,vol_6m,ret_1m_z,ret_1m_next_z,vol_3m_z,vol_6m_z,ret_high_negative,ret_negative,ret_flat,ret_positive,ret_high_positive,category_sum,ret_regime,next_ret_high_negative,next_ret_negative,next_ret_flat,next_ret_positive,next_ret_high_positive,target
March2020,3,"Decisions Regarding Monetary Policy Implementation The Federal Reserve has made the following decisions to implement the monetary policy stance announced by the Federal Open Market Committee in its statement on March 3, 2020: The Board of Governors of the Federal Reserve System voted unanimously to set the interest rate paid on required and excess reserve balances at 1.10 percent, effective March 4, 2020.",0.046600193,0.033165924,0.92023385,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020,4,"•As part of its policy decision, the Federal Open Market Committee voted to authorize and direct the Open Market Desk at the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: ""Effective March 4, 2020, the Federal Open Market Committee directs the Desk to undertake open market operations as necessary to maintain the federal funds rate in a target range of 1 to 1-1/4 percent. In light of recent and expected increases in the Federal Reserve's non-reserve liabilities, the Committee directs the Desk to continue purchasing Treasury bills at least into the second quarter of 2020 to maintain over time ample reserve balances at or above the level that prevailed in early September 2019. The Committee also directs the Desk to continue conducting term and overnight repurchase agreement operations at least through April 2020 to ensure that the supply of reserves remains ample even during periods of sharp increases in non-reserve liabilities, and to mitigate the risk of money market pressures that could adversely affect policy implementation. In addition, the Committee directs the Desk to conduct overnight reverse repurchase operations (and reverse repurchase operations with maturities of more than one day when necessary to accommodate weekend, holiday, or similar trading conventions) at an offering rate of 1.00 percent, in amounts limited only by the value of Treasury securities held outright in the System Open Market Account that are available for such operations and by a per-counterparty limit of $30 billion per day. The Committee directs the Desk to continue rolling over at auction all principal payments from the Federal Reserve's holdings of Treasury securities and to continue reinvesting all principal payments from the Federal Reserve's holdings of agency debt and agency mortgage-backed securities received during each calendar month. Principal payments from agency debt and agency mortgage- backed securities up to $20 billion per month will continue to be reinvested in Treasury securities to roughly match the maturity composition of Treasury securities outstanding; principal payments in excess of $20 billion per month will continue to be reinvested in agency mortgage-backed securities. Small deviations from these amounts for operational reasons are acceptable. The Committee also directs the Desk to engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency mortgage-backed securities transactions."" In a related action, the Board of Governors of the Federal Reserve System voted unanimously to approve a 1/2 percentage point decrease in the primary credit rate to 1.75 percent, effective March 4, 2020. In taking this action, the Board approved requests to establish that rate submitted by the Boards of Directors of the Federal Reserve Banks of Minneapolis and New York. This information will be updated as appropriate to reflect decisions of the Federal Open Market Committee or the Board of Governors regarding details of the Federal Reserve's operational tools and approach used to implement monetary policy. More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York's website.",0.17063887,0.05428842,0.7750727,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,1,"The coronavirus outbreak has harmed communities and disrupted economic activity in many countries, including the United States. Global financial conditions have also been significantly affected. Available economic data show that the U.S. economy came into this challenging period on a strong footing. Information received since the Federal Open Market Committee met in January indicates that the labor market remained strong through February and economic activity rose at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending rose at a moderate pace, business fixed investment and exports remained weak. More recently, the energy sector has come under stress. On a 12-month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation have declined; survey-based measures of longer-term inflation expectations are little changed.",0.020346666,0.956767,0.022886261,negative,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,2,"Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The effects of the coronavirus will weigh on economic activity in the near term and pose risks to the economic outlook. In light of these developments, the Committee decided to lower the target range for the federal funds rate to 0 to 1/4 percent. The Committee expects to maintain this target range until it is confident that the economy has weathered recent events and is on track to achieve its maximum employment and price stability goals. This action will help support economic activity, strong labor market conditions, and inflation returning to the Committee’s symmetric 2 percent objective.",0.5201896,0.13194804,0.34786236,positive,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,3,"The Committee will continue to monitor the implications of incoming information for the economic outlook, including information related to public health, as well as global developments and muted inflation pressures, and will use its tools and act as appropriate to support the economy. In determining the timing and size of future adjustments to the stance of monetary policy, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",0.061694987,0.019234447,0.91907054,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,4,"The Federal Reserve is prepared to use its full range of tools to support the flow of credit to households and businesses and thereby promote its maximum employment and price stability goals. To support the smooth functioning of markets for Treasury securities and agency mortgage-backed securities that are central to the flow of credit to households and businesses, over coming months the Committee will increase its holdings of Treasury securities by at least $500 billion and its holdings of agency mortgage-backed securities by at least $200 billion. The Committee will also reinvest all principal payments from the Federal Reserve’s holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities. In addition, the Open Market Desk has recently expanded its overnight and term repurchase agreement operations. The Committee will continue to closely monitor market conditions and is prepared to adjust its plans as appropriate.",0.7248372,0.010598547,0.26456428,positive,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,5,"Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; and Randal K. Quarles. Voting against this action was Loretta J. Mester, who was fully supportive of all of the actions taken to promote the smooth functioning of markets and the flow of credit to households and businesses but preferred to reduce the target range for the federal funds rate to 1/2 to 3/4 percent at this meeting.",0.0762781,0.12286712,0.8008548,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,6,"In a related set of actions to support the credit needs of households and businesses, the Federal Reserve announced measures related to the discount window, intraday credit, bank capital and liquidity buffers, reserve requirements, and—in coordination with other central banks—the U.S. dollar liquidity swap line arrangements. More information can be found on the Federal Reserve Board’s website.",0.10077598,0.012373962,0.88685,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,7,"Decisions Regarding Monetary Policy Implementation The Federal Reserve has made the following decisions to implement the monetary policy stance announced by the Federal Open Market Committee in its statement on March 15, 2020:",0.040010627,0.030519867,0.92946947,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,8,"•The Board of Governors of the Federal Reserve System voted unanimously to set the interest rate paid on required and excess reserve balances at 0.10 percent, effective March 16, 2020.",0.048592832,0.030503618,0.92090356,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,9,"•As part of its policy decision, the Federal Open Market Committee voted to authorize and direct the Open Market Desk at the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: “Effective March 16, 2020, the Federal Open Market Committee directs the Desk to undertake open market operations as necessary to maintain the federal funds rate in a target range of 0 to 1/4 percent. The Committee directs the Desk to increase over coming months the System Open Market Account holdings of Treasury securities and agency mortgage-backed securities (MBS) by at least $500 billion and by at least $200 billion, respectively. The Committee instructs the Desk to conduct these purchases at a pace appropriate to support the smooth functioning of markets for Treasury securities and agency MBS. The Committee also directs the Desk to continue conducting term and overnight repurchase agreement operations to ensure that the supply of reserves remains ample and to support the smooth functioning of short-term U.S. dollar funding markets. In addition, the Committee directs the Desk to conduct overnight reverse repurchase operations (and reverse repurchase operations with maturities of more than one day when necessary to accommodate weekend, holiday, or similar trading conventions) at an offering rate of 0.00 percent, in amounts limited only by the value of Treasury securities held outright in the System Open Market Account that are available for such operations and by a per- counterparty limit of $30 billion per day. The Committee directs the Desk to continue rolling over at auction all principal payments from the Federal Reserve’s holdings of Treasury securities and to reinvest all principal payments from the Federal Reserve’s holdings of agency debt and agency mortgage- backed securities received during each calendar month in agency mortgage-backed securities. Small deviations from these amounts for operational reasons are acceptable. The Committee also directs the Desk to engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve’s agency mortgage-backed securities transactions.",0.09489272,0.023307612,0.8817997,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_15,10,"•In a related action, the Board of Governors of the Federal Reserve System voted unanimously to approve a 1-1/2 percentage point decrease in the primary credit rate to 0.25 percent, effective March 16, 2020. In taking this action, the Board approved requests to establish that rate submitted by the Boards of Directors of the Federal Reserve Banks of Minneapolis and New York. This information will be updated as appropriate to reflect decisions of the Federal Open Market Committee or the Board of Governors regarding details of the Federal Reserve’s operational tools and approach used to implement monetary policy. More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York’s website.",0.041148093,0.120916136,0.8379358,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,1.0,0.0,0.0,0.0,0.0,0
March2020_23,1,"The Federal Reserve is committed to use its full range of tools to support the U.S. economy in this challenging time and thereby promote its maximum employment and price stability goals. The Federal Open Market Committee is taking further actions to support the flow of credit to households and businesses by addressing strains in the markets for Treasury securities and agency mortgage-backed securities. The Federal Reserve will continue to purchase Treasury securities and agency mortgage-backed securities in the amounts needed to support smooth market functioning and effective transmission of monetary policy to broader financial conditions. The Committee will include purchases of agency commercial mortgage-backed securities in its agency mortgage-backed security purchases. In addition, the Open Market Desk will continue to offer large-scale overnight and term repurchase agreement operations. The Committee will continue to closely monitor market conditions, and will assess the appropriate pace of its securities purchases at future meetings.",0.3527019,0.01014521,0.63715285,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,0.0,0.0,0.0,0.0,1.0,4
March2020_23,2,"Voting (by notation) for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; Loretta J. Mester; and Randal K. Quarles.",0.029585775,0.07227318,0.8981411,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,0.0,0.0,0.0,0.0,1.0,4
March2020_23,3,"In a related set of actions, the Federal Reserve announced additional measures to support the flow of credit to households and businesses. More information can be found on the Federal Reserve Board's website.",0.09415379,0.013179131,0.892667,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,0.0,0.0,0.0,0.0,1.0,4
March2020_23,4,"In connection with these plans, the Committee voted unanimously to authorize and direct the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: ""Effective March 23, 2020, the Federal Open Market Committee directs the Desk to undertake open market operations as necessary to maintain the federal funds rate in a target range of 0 to 1/4 percent. The Committee directs the Desk to increase the System Open Market Account holdings of Treasury securities and agency mortgage-backed securities (MBS) in the amounts needed to support the smooth functioning of markets for Treasury securities and agency MBS. The Committee also directs the Desk to include purchases of agency commercial mortgage-backed securities in its agency mortgage- backed security purchases. The Committee also directs the Desk to continue conducting term and overnight repurchase agreement operations to ensure that the supply of reserves remains ample and to support the smooth functioning of short-term U.S. dollar funding markets. In addition, the Committee directs the Desk to conduct overnight reverse repurchase operations (and reverse repurchase operations with maturities of more than one day when necessary to accommodate weekend, holiday, or similar trading conventions) at an offering rate of 0.00 percent, in amounts limited only by the value of Treasury securities held outright in the System Open Market Account that are available for such operations and by a per- counterparty limit of $30 billion per day. -3- The Committee directs the Desk to continue rolling over at auction all principal payments from the Federal Reserve's holdings of Treasury securities and to reinvest all principal payments from the Federal Reserve's holdings of agency debt and agency mortgage-backed securities received during each calendar month in agency mortgage- backed securities. Small deviations from these amounts for operational reasons are acceptable. The Committee also directs the Desk to engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency mortgage-backed securities transactions.” More information regarding open market operations and reinvestments may be found on the Federal Reserve Bank of New York's website.",0.07663545,0.019721158,0.90364337,neutral,2020-03-01,2020-03,2020-03-31,2584.59,-0.1251193208359565,0.1268441029331537,-369.62999999999965,0.0628956184833088,0.0669394041507747,-3.046554726279314,2.6144025760662624,0.867131111311093,1.211337921836404,1,0,0,0,0,1,-2.0,0.0,0.0,0.0,0.0,1.0,4
April2020,1,"The Federal Reserve is committed to using its full range of tools to support the U.S. economy in this challenging time, thereby promoting its maximum employment and price stability goals. The coronavirus outbreak is causing tremendous human and economic hardship across the United States and around the world. The virus and the measures taken to protect public health are inducing sharp declines in economic activity and a surge in job losses. Weaker demand and significantly lower oil prices are holding down consumer price inflation. The disruptions to economic activity here and abroad have significantly affected financial conditions and have impaired the flow of credit to U.S. households and businesses.",0.009698947,0.9654587,0.02484226,negative,2020-04-01,2020-04,2020-04-30,2912.43,0.1268441029331537,0.0452817750126184,327.8399999999997,0.135196846776059,0.0902462297773209,2.6144025760662624,0.7819109829167652,3.506034074829507,2.3189113664782526,0,0,0,0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,3
April2020,2,"The ongoing public health crisis will weigh heavily on economic activity, employment, and inflation in the near term, and poses considerable risks to the economic outlook over the medium term. In light of these developments, the Committee decided to maintain the target range for the federal funds rate at 0 to 1/4 percent. The Committee expects to maintain this target range until it is confident that the economy has weathered recent events and is on track to achieve its maximum employment and price stability goals.",0.46975422,0.033170097,0.49707565,neutral,2020-04-01,2020-04,2020-04-30,2912.43,0.1268441029331537,0.0452817750126184,327.8399999999997,0.135196846776059,0.0902462297773209,2.6144025760662624,0.7819109829167652,3.506034074829507,2.3189113664782526,0,0,0,0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,3
April2020,3,"The Committee will continue to monitor the implications of incoming information for the economic outlook, including information related to public health, as well as global developments and muted inflation pressures, and will use its tools and act as appropriate to support the economy. In determining the timing and size of future adjustments to the stance of monetary policy, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments.",0.061694987,0.019234447,0.91907054,neutral,2020-04-01,2020-04,2020-04-30,2912.43,0.1268441029331537,0.0452817750126184,327.8399999999997,0.135196846776059,0.0902462297773209,2.6144025760662624,0.7819109829167652,3.506034074829507,2.3189113664782526,0,0,0,0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,3
April2020,4,"To support the flow of credit to households and businesses, the Federal Reserve will continue to purchase Treasury securities and agency residential and commercial mortgage-backed securities in the amounts needed to support smooth market functioning, thereby fostering effective transmission of monetary policy to broader financial conditions. In addition, the Open Market Desk will continue to offer large-scale overnight and term repurchase agreement operations. The Committee will closely monitor market conditions and is prepared to adjust its plans as appropriate.",0.17551647,0.010809951,0.81367356,neutral,2020-04-01,2020-04,2020-04-30,2912.43,0.1268441029331537,0.0452817750126184,327.8399999999997,0.135196846776059,0.0902462297773209,2.6144025760662624,0.7819109829167652,3.506034074829507,2.3189113664782526,0,0,0,0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,3
April2020,5,"Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; Loretta J. Mester; and Randal K. Quarles.",0.03139901,0.07243039,0.89617056,neutral,2020-04-01,2020-04,2020-04-30,2912.43,0.1268441029331537,0.0452817750126184,327.8399999999997,0.135196846776059,0.0902462297773209,2.6144025760662624,0.7819109829167652,3.506034074829507,2.3189113664782526,0,0,0,0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,3
April2020,6,"Decisions Regarding Monetary Policy Implementation The Federal Reserve has made the following decisions to implement the monetary policy stance announced by the Federal Open Market Committee in its statement on April 29, 2020:",0.040065378,0.030646272,0.9292884,neutral,2020-04-01,2020-04,2020-04-30,2912.43,0.1268441029331537,0.0452817750126184,327.8399999999997,0.135196846776059,0.0902462297773209,2.6144025760662624,0.7819109829167652,3.506034074829507,2.3189113664782526,0,0,0,0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,3
April2020,7,"•The Board of Governors of the Federal Reserve System voted unanimously to maintain the interest rate paid on required and excess reserve balances at 0.10 percent, effective April 30, 2020.",0.043590248,0.047140557,0.90926915,neutral,2020-04-01,2020-04,2020-04-30,2912.43,0.1268441029331537,0.0452817750126184,327.8399999999997,0.135196846776059,0.0902462297773209,2.6144025760662624,0.7819109829167652,3.506034074829507,2.3189113664782526,0,0,0,0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,3
